"Alue,""Tulotyyppi"",""2017"""
"091 998 Kantakaupunki,""Valtionveronalaiset tulot € / henkilo"",36839"
"091 998 Kantakaupunki,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",64107673"
"091 998 Kantakaupunki,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",54773"
"091 998 Kantakaupunki,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",32164"
"091 998 Kantakaupunki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",53608399"
"091 998 Kantakaupunki,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",45803"
"091 998 Kantakaupunki,""Kunnallisverotuksessa verotettava tulo € / henkilo"",26896"
"091 997 Esikaupungit,""Asuntokunnat"",213891"
"091 997 Esikaupungit,""Henkilot"",421448"
"091 997 Esikaupungit,""Valtionveronalaiset tulot yhteensa 100 €"",118836351"
"091 997 Esikaupungit,""Valtionveronalaiset tulot € / asuntokunta"",55559"
"091 997 Esikaupungit,""Valtionveronalaiset tulot € / henkilo"",28197"
"091 997 Esikaupungit,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",109350309"
"091 997 Esikaupungit,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",51124"
"091 997 Esikaupungit,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",25946"
"091 997 Esikaupungit,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",89787614"
"091 997 Esikaupungit,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",41978"
"091 997 Esikaupungit,""Kunnallisverotuksessa verotettava tulo € / henkilo"",21305"
